@happymrphoenix	RT @briallenhopper: "Our gratitude and our allegiance belong to those who love us." #FormerlyKnownAsCalhoun https://t.co/inUPb7e6hT	http://twitter.com/happymrphoenix/status/726139079935533056	April 29, 2016 at 04:00PM
@happymrphoenix	RT @JGarden95: Thank you to the activists who continue to make a better Yale for all of us through their resiliency #FormerlyKnownAsCalhoun	http://twitter.com/happymrphoenix/status/726139123833118722	April 29, 2016 at 04:00PM
@happymrphoenix	RT @oliviapaschal: #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/ZRbX9nnMG4	http://twitter.com/happymrphoenix/status/726139164052299776	April 29, 2016 at 04:00PM
@happymrphoenix	RT @oliviapaschal: #FormerlyKnownAsCalhoun https://t.co/0olpw1gdh0	http://twitter.com/happymrphoenix/status/726139262622654468	April 29, 2016 at 04:01PM
@happymrphoenix	RT @bougeottee_: Students carrying residential college shields with names of prominent influential POC. Yale there were options.  #FormerlyKnownAsCalhoun	http://twitter.com/happymrphoenix/status/726139322316021761	April 29, 2016 at 04:01PM
@HannahMcCormic1	RT @JTranen: crests with names of POC, instead of Calhoun. #FormerlyKnownAsCalhoun https://t.co/2qfnwbpJwA	http://twitter.com/HannahMcCormic1/status/726140314956734464	April 29, 2016 at 04:05PM
@evbrownn	swag surf in full effect at the college #FormerlyKnownAsCalhoun https://t.co/2ArqoZvkc2	http://twitter.com/evbrownn/status/726140707581349894	April 29, 2016 at 04:06PM
@carolynjoneslee	RT @bougeottee_: We out here. We been here. We ain't leaving. We are loved. 💪🏾✨ #FormerlyKnownAsCalhoun https://t.co/xVE0tbUe8n	http://twitter.com/carolynjoneslee/status/726140880361410561	April 29, 2016 at 04:07PM
@ludwinpeery	RT @JTranen: crests with names of POC, instead of Calhoun. #FormerlyKnownAsCalhoun https://t.co/2qfnwbpJwA	http://twitter.com/ludwinpeery/status/726141187774631936	April 29, 2016 at 04:08PM
@ludwinpeery	The college #FormerlyKnownAsCalhoun reclaimed https://t.co/fbj3ofEAtB	http://twitter.com/ludwinpeery/status/726141568172855296	April 29, 2016 at 04:10PM
@SFMMRAG	RT @bougeottee_: Students carrying residential college shields with names of prominent influential POC. Yale there were options.  #FormerlyKnownAsCalhoun	http://twitter.com/SFMMRAG/status/726142114829078528	April 29, 2016 at 04:12PM
@louisa_fe	#WrongMoveYale #FormerlyKnownAsCalhoun https://t.co/Y3pJFtJizO	http://twitter.com/louisa_fe/status/726142225294434304	April 29, 2016 at 04:12PM
@beans_velocci	RT @JTranen: crests with names of POC, instead of Calhoun. #FormerlyKnownAsCalhoun https://t.co/2qfnwbpJwA	http://twitter.com/beans_velocci/status/726142455289110528	April 29, 2016 at 04:13PM
@TheNomes13	@Yale facing the student protests as a result of deciding not to rename Calhoun College #FormerlyKnownAsCalhoun	http://twitter.com/TheNomes13/status/726142515687075842	April 29, 2016 at 04:14PM
@blvckbvrdie	RT @JTranen: .@Yale students staking crests with names of POC in what used to be known as Calhoun. #FormerlyKnownAsCalhoun https://t.co/BvnCXlcqBT	http://twitter.com/blvckbvrdie/status/726143124632928257	April 29, 2016 at 04:16PM
@freemansullivan	RT @bougeottee_: We out here. We been here. We ain't leaving. We are loved. 💪🏾✨ #FormerlyKnownAsCalhoun https://t.co/xVE0tbUe8n	http://twitter.com/freemansullivan/status/726143133583429632	April 29, 2016 at 04:16PM
@blvckbvrdie	RT @bougeottee_: We out here. We been here. We ain't leaving. We are loved. 💪🏾✨ #FormerlyKnownAsCalhoun https://t.co/xVE0tbUe8n	http://twitter.com/blvckbvrdie/status/726143144442613761	April 29, 2016 at 04:16PM
@SAFELab	RT @GrahamWhite__: The fact that @Yale's decision to keep Calhoun was the result of a thorough process makes this worse, not better. #FormerlyKnownAsCalhoun	http://twitter.com/SAFELab/status/726143154806730752	April 29, 2016 at 04:16PM
@simplyambyy	RT @oliviapaschal: #FormerlyKnownAsCalhoun https://t.co/0olpw1gdh0	http://twitter.com/simplyambyy/status/726143170103369728	April 29, 2016 at 04:16PM
@simplyambyy	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/Jnyk0sWSQv	http://twitter.com/simplyambyy/status/726143175451090944	April 29, 2016 at 04:16PM
@simplyambyy	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/6UqE589PDm	http://twitter.com/simplyambyy/status/726143184229830656	April 29, 2016 at 04:16PM
@ashleyeleigh	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/Jnyk0sWSQv	http://twitter.com/ashleyeleigh/status/726143241154879488	April 29, 2016 at 04:16PM
@BJCG0830	RT @GrahamWhite__: The fact that @Yale's decision to keep Calhoun was the result of a thorough process makes this worse, not better. #FormerlyKnownAsCalhoun	http://twitter.com/BJCG0830/status/726143246431227905	April 29, 2016 at 04:16PM
@ashleyeleigh	RT @oliviapaschal: #FormerlyKnownAsCalhoun https://t.co/0olpw1gdh0	http://twitter.com/ashleyeleigh/status/726143259785977856	April 29, 2016 at 04:16PM
@BJCG0830	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/Jnyk0sWSQv	http://twitter.com/BJCG0830/status/726143268447117312	April 29, 2016 at 04:17PM
@BJCG0830	RT @oliviapaschal: #FormerlyKnownAsCalhoun https://t.co/0olpw1gdh0	http://twitter.com/BJCG0830/status/726143282607091712	April 29, 2016 at 04:17PM
@ashleyeleigh	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/6UqE589PDm	http://twitter.com/ashleyeleigh/status/726143284071006208	April 29, 2016 at 04:17PM
@BJCG0830	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/6UqE589PDm	http://twitter.com/BJCG0830/status/726143298436370432	April 29, 2016 at 04:17PM
@bbqonpizzaisok	RT @GrahamWhite__: The fact that @Yale's decision to keep Calhoun was the result of a thorough process makes this worse, not better. #FormerlyKnownAsCalhoun	http://twitter.com/bbqonpizzaisok/status/726143299573170176	April 29, 2016 at 04:17PM
@ashleyeleigh	RT @JTranen: .@Yale students staking crests with names of POC in what used to be known as Calhoun. #FormerlyKnownAsCalhoun https://t.co/BvnCXlcqBT	http://twitter.com/ashleyeleigh/status/726143302056206340	April 29, 2016 at 04:17PM
@GarysBest	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/6UqE589PDm	http://twitter.com/GarysBest/status/726143314588741632	April 29, 2016 at 04:17PM
@BJCG0830	RT @JTranen: .@Yale students staking crests with names of POC in what used to be known as Calhoun. #FormerlyKnownAsCalhoun https://t.co/BvnCXlcqBT	http://twitter.com/BJCG0830/status/726143315180048384	April 29, 2016 at 04:17PM
@AMugglesWorld	RT @bougeottee_: #FormerlyKnownAsCalhoun https://t.co/Jnyk0sWSQv	http://twitter.com/AMugglesWorld/status/726143317730332672	April 29, 2016 at 04:17PM
@_MISSiles	RT @fishstark: Together, we rid @Yale of what Calhoun represents. In the face of admin's failure, Calhoun will be #FormerlyKnownAsCalhoun #WrongMoveYale	http://twitter.com/_MISSiles/status/726143320964104192	April 29, 2016 at 04:17PM
@BJCG0830	RT @bougeottee_: We out here. We been here. We ain't leaving. We are loved. 💪🏾✨ #FormerlyKnownAsCalhoun https://t.co/xVE0tbUe8n	http://twitter.com/BJCG0830/status/726143379608719361	April 29, 2016 at 04:17PM
